Boat ID,Commander,Patrol Number,Patrol Length,Patrol Kind,Departure Date,Departure Port,Arrival Date,Arrival Port,Tonnage,Date Ordered,Date Launched,Date Commissioned,Fate,Fate Text,Date of Fate
616,Oblt.  Siegfried Koitschka,8,26,P,19/02/1944,Toulon,15/03/1944,Toulon,NA,15/08/1940,08/02/1942,02/04/1942,SANK,"Sunk on 17 May 1944 in the Mediterranean north-west of Ténès, Algeria, in position 36.46N, 00.52E, by depth charges from the US destroyers USS Nields, USS Gleaves, USS Ellyson, USS Macomb, USS Hambleton, USS Rodman, USS Emmons and USS Hilary P. Jones and by depth charges from a British Wellington aircraft (36 Sqn RAF/K) on 15 May 1944. 53 survivors (no casualties).",17/05/1944
616,Oblt.  Siegfried Koitschka,9,18,P,30/04/1944,Toulon,17/05/1944,Sunk,"17,754",15/08/1940,08/02/1942,02/04/1942,SANK,"Sunk on 17 May 1944 in the Mediterranean north-west of Ténès, Algeria, in position 36.46N, 00.52E, by depth charges from the US destroyers USS Nields, USS Gleaves, USS Ellyson, USS Macomb, USS Hambleton, USS Rodman, USS Emmons and USS Hilary P. Jones and by depth charges from a British Wellington aircraft (36 Sqn RAF/K) on 15 May 1944. 53 survivors (no casualties).",17/05/1944
617,Oblt.  Albrecht Brandi,1,40,P,29/08/1942,Kiel,07/10/1942,St. Nazaire,"15,079",15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
617,Kptlt.  Albrecht Brandi,2,27,P,02/11/1942,St. Nazaire,28/11/1942,La Spezia,NA,15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
617,Kptlt.  Albrecht Brandi,3,28,P,21/12/1942,La Spezia,17/01/1943,Salamis,"6,996",15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
617,Kptlt.  Albrecht Brandi,4,18,P,27/01/1943,La Spezia,13/02/1943,Pola,"7,264",15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
617,Kptlt.  Albrecht Brandi,5,24,P,25/03/1943,Pola,17/04/1943,Toulon,NA,15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
617,Kptlt.  Albrecht Brandi,6,2,P,31/05/1943,Toulon,01/06/1943,Toulon,NA,15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
617,Kptlt.  Albrecht Brandi,7,16,P,28/08/1943,Toulon,12/09/1943,Sunk,"1,050",15/08/1940,14/02/1942,09/04/1942,NA,"Badly damaged on 12 September 1943 in the Mediterranean Sea north-west of Melilla, in position 35.38N, 03.27W, by depth charges from two British Wellington aircraft (179 Sqn RAF/P & J).

Beached west of Cape Tres Forcas, in position 35.13N, 03.21W. The wreck was subsequently attacked by British Hudson aircraft (48 and 233 Sqn RAF) and two British Swordfish aircraft (833 and 886 Sqn FAA) and finally destroyed by gunfire from the British corvette HMS Hyacinth and the Australian minesweeper HMAS Wollongong. 49 survivors (no casualties).
",12/09/1943
618,Oblt.  Kurt Baberg,1,58,P,01/09/1942,Kiel,28/10/1942,St. Nazaire,"10,563",15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Kurt Baberg,2,55,P,25/11/1942,St. Nazaire,18/01/1943,St. Nazaire,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Kurt Baberg,3,76,P,21/02/1943,St. Nazaire,07/05/1943,St. Nazaire,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Kurt Baberg,4,90,P,08/06/1943,St. Nazaire,05/09/1943,St. Nazaire,"5,225",15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Kptlt.  Kurt Baberg,5,55,P,11/11/1943,St. Nazaire,04/01/1944,Lorient,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Kptlt.  Kurt Baberg,6,46,P,23/02/1944,Lorient,08/04/1944,St. Nazaire,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Erich Faust,7,1,P,25/05/1944,St. Nazaire,25/05/1944,St. Nazaire,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Erich Faust,8,5,P,26/07/1944,St. Nazaire,30/07/1944,Brest,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Erich Faust,9,3,P,02/08/1944,Brest,04/08/1944,Brest,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
618,Oblt.  Erich Faust,10,4,P,11/08/1944,Brest,14/08/1944,Sunk,NA,15/08/1940,20/02/1942,16/04/1942,SANK,"Sunk on 14 August 1944 in the Bay of Biscay south-west of Lorient, in position 47.22N, 04.39W, by depth charges from the British frigates HMS Duckworth and HMS Essington and from a British Liberator aircraft (53 Sqn RAF/G). 61 dead (all hands lost).",14/08/1944
619,Oblt.  Kurt Makowski,1,26,P,10/09/1942,Kiel,05/10/1942,Sunk,"8,723",15/08/1940,09/03/1942,23/04/1942,SANK,"Sunk on 5 October 1942 in the North Atlantic south-west of Iceland, in position 58.41N, 22.58W, by four depth charges from a British Hudson aircraft (269 Sqn RAF/N). 44 dead (all hands lost). (FDS/NHB, June 1987).",05/10/1942
620,Oblt.  Heinz Stein,1,62,P,12/09/1942,Kiel,12/11/1942,La Pallice,NA,15/08/1940,09/03/1942,30/04/1942,SANK,"Sunk on 13 February 1943 in the North Atlantic north-west of Lisbon, Portugal, in position 39.18N, 11.17W, by five depth charges from a British Catalina aircraft (202 Sqn RAF/J). 47 dead (all hands lost). (FDS/NHB, September 1988).",13/02/1943
620,Oblt.  Heinz Stein,2,2,P,13/12/1942,La Pallice,14/12/1942,La Pallice,NA,15/08/1940,09/03/1942,30/04/1942,SANK,"Sunk on 13 February 1943 in the North Atlantic north-west of Lisbon, Portugal, in position 39.18N, 11.17W, by five depth charges from a British Catalina aircraft (202 Sqn RAF/J). 47 dead (all hands lost). (FDS/NHB, September 1988).",13/02/1943
621,Kptlt.  Horst Schünemann,1,38,P,29/09/1942,Kiel,05/11/1942,Brest,"6,113",15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Max Kruschka,2,32,P,05/12/1942,Brest,05/01/1943,Brest,"10,691",15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Max Kruschka,3,51,P,01/02/1943,Brest,23/03/1943,Brest,"3,355",15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Max Kruschka,4,43,P,22/04/1943,Brest,03/06/1943,Brest,NA,15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Max Kruschka,5,38,P,22/08/1943,Brest,28/09/1943,Brest,NA,15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Max Kruschka,6,18,P,06/01/1944,Brest,23/01/1944,Brest,NA,15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Max Kruschka,7,59,P,21/02/1944,Brest,19/04/1944,Brest,NA,15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Hermann Stuckmann,8,18,P,06/06/1944,Brest,23/06/1944,Brest,"1,625",15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Hermann Stuckmann,9,28,P,15/07/1944,Brest,11/08/1944,Brest,"12,986",15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
621,Oblt.  Hermann Stuckmann,10,6,P,13/08/1944,Brest,18/08/1944,Sunk,NA,15/08/1940,19/03/1942,07/05/1942,SANK,"Sunk on 18 August 1944 in the Bay of Biscay west of La Rochelle, in position 45.52N, 02.36W, by depth charges from the Canadian destroyers HMCS Ottawa, HMCS Kootenay and HMCS Chaudiere. 56 dead (all hands lost).",18/08/1944
622,Oblt.  Horst-Thilo Queck,1,32,P,12/10/1942,Bergen,12/11/1942,Skjomenfjord,NA,15/08/1940,19/03/1942,14/05/1942,SANK,"Sunk at 1353hrs on 24 July 1943 at the Standveis quay in Trondheim, by bombs during a US air raid (8th AF). No casualties.

Raised on 20 April 1944 and docked, but not repaired. Wreck captured by British forces in May 1945 and broken up. ",28/11/1353
622,Kptlt.  Horst-Thilo Queck,2,33,P,28/12/1942,Bergen,29/01/1943,Skjomenfjord,NA,15/08/1940,19/03/1942,14/05/1942,SANK,"Sunk at 1353hrs on 24 July 1943 at the Standveis quay in Trondheim, by bombs during a US air raid (8th AF). No casualties.

Raised on 20 April 1944 and docked, but not repaired. Wreck captured by British forces in May 1945 and broken up. ",28/11/1353
622,Kptlt.  Horst-Thilo Queck,3,35,P,09/02/1943,Skjomenfjord,15/03/1943,Narvik,NA,15/08/1940,19/03/1942,14/05/1942,SANK,"Sunk at 1353hrs on 24 July 1943 at the Standveis quay in Trondheim, by bombs during a US air raid (8th AF). No casualties.

Raised on 20 April 1944 and docked, but not repaired. Wreck captured by British forces in May 1945 and broken up. ",28/11/1353
622,Kptlt.  Horst-Thilo Queck,4,8,P,29/05/1943,Hammerfest,05/06/1943,Hammerfest,NA,15/08/1940,19/03/1942,14/05/1942,SANK,"Sunk at 1353hrs on 24 July 1943 at the Standveis quay in Trondheim, by bombs during a US air raid (8th AF). No casualties.

Raised on 20 April 1944 and docked, but not repaired. Wreck captured by British forces in May 1945 and broken up. ",28/11/1353
623,Oblt.  Hermann Schröder,1,52,P,05/11/1942,Kiel,26/12/1942,St. Nazaire,NA,15/08/1940,31/03/1942,21/05/1942,SANK,"Sunk on 21 February 1943 in the North Atlantic north of the Azores, in position 48.08N, 29.37W, by six depth charges from a British Liberator aircraft (120 Sqn RAF/T). 46 dead (all hands lost).",21/02/1943
623,Oblt.  Hermann Schröder,2,20,P,02/02/1943,St. Nazaire,21/02/1943,Sunk,NA,15/08/1940,31/03/1942,21/05/1942,SANK,"Sunk on 21 February 1943 in the North Atlantic north of the Azores, in position 48.08N, 29.37W, by six depth charges from a British Liberator aircraft (120 Sqn RAF/T). 46 dead (all hands lost).",21/02/1943
624,Oblt.  Ulrich Graf von Soden-Fraunhofen,1,56,P,10/10/1942,Kiel,04/12/1942,St. Nazaire,"41,048",15/08/1940,31/03/1942,28/05/1942,SANK,"Sunk on 7 February 1943 in the North Atlantic south-west of Iceland, in position 55.42N, 26.17W, by depth charges from a British Fortress aircraft (220 Sqn RAF/J). 45 dead (all hands lost).",07/02/1943
624,Kptlt.  Ulrich Graf von Soden-Fraunhofen,2,32,P,07/01/1943,St. Nazaire,07/02/1943,Sunk,"5,112",15/08/1940,31/03/1942,28/05/1942,SANK,"Sunk on 7 February 1943 in the North Atlantic south-west of Iceland, in position 55.42N, 26.17W, by depth charges from a British Fortress aircraft (220 Sqn RAF/J). 45 dead (all hands lost).",07/02/1943
625,Oblt.  Hans Benker,1,26,P,04/11/1942,Skjomenfjord,29/11/1942,Narvik,"18,751",15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Oblt.  Hans Benker,2,39,P,30/12/1942,Narvik,06/02/1943,Narvik,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,3,31,P,17/03/1943,Bergen,16/04/1943,Hammerfest,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,4,36,P,26/04/1943,Hammerfest,31/05/1943,Narvik,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,5,8,P,21/06/1943,Hammerfest,28/06/1943,Narvik,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,6,16,P,12/07/1943,Trondheim,27/07/1943,Narvik,557,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,7,14,P,07/08/1943,Hammerfest,20/08/1943,Narvik,572,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,8,5,P,04/11/1943,Trondheim,08/11/1943,Trondheim,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Kptlt.  Hans Benker,9,49,P,15/11/1943,Trondheim,02/01/1944,*died at sea*,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
625,Oblt.  Siegfried Straub,10,11,P,29/02/1944,Brest,10/03/1944,Sunk,NA,15/08/1940,15/04/1942,04/06/1942,SANK,"Sunk on 10 March 1944 in the North Atlantic west of Ireland, in position 52.35N, 20.19W, by depth charges from a Canadian Sunderland aircraft (422 Sqn RCAF/U). 53 dead (all hands lost).",10/03/1944
626,Ltn.  Hans-Botho Bade,1,7,P,08/12/1942,Bergen,14/12/1942,Sunk,NA,15/08/1940,15/04/1942,11/06/1942,NA,"Missing since 14 December 1942 in the North Atlantic south of Iceland. There is no explanation for its loss. 47 dead (all hands lost). (Axel Niestlé, January 2006).",14/12/1942
627,Kptlt.  Robert Kindelbacher,1,13,P,15/10/1942,Kiel,27/10/1942,Sunk,NA,15/08/1940,29/04/1942,18/06/1942,SANK,"Sunk on 27 October 1942 in the North Atlantic south of Iceland, in position 59.14N, 22.49W, by depth charges from a British Fortress aircraft (206 Sqn RAF/F). 44 dead (all hands lost).",27/10/1942
628, Heinrich Hasenschar,1,42,P,28/11/1942,Kiel,08/01/1943,Brest,"5,029",15/08/1940,29/04/1942,25/06/1942,SANK,"Sunk on 3 July 1943 in the Bay of Biscay north-west of Cape Ortegal, Spain, in position 44.11N, 08.45W, by depth charges from a British Liberator aircraft (224 Sqn RAF/J). 49 dead (all hands lost).",03/07/1943
628, Heinrich Hasenschar,2,37,P,01/02/1943,Brest,09/03/1943,Brest,"24,971",15/08/1940,29/04/1942,25/06/1942,SANK,"Sunk on 3 July 1943 in the Bay of Biscay north-west of Cape Ortegal, Spain, in position 44.11N, 08.45W, by depth charges from a British Liberator aircraft (224 Sqn RAF/J). 49 dead (all hands lost).",03/07/1943
628,Kptlt.  Heinrich Hasenschar,3,42,P,08/04/1943,Brest,19/05/1943,Brest,"12,215",15/08/1940,29/04/1942,25/06/1942,SANK,"Sunk on 3 July 1943 in the Bay of Biscay north-west of Cape Ortegal, Spain, in position 44.11N, 08.45W, by depth charges from a British Liberator aircraft (224 Sqn RAF/J). 49 dead (all hands lost).",03/07/1943
628,Kptlt.  Heinrich Hasenschar,4,3,P,01/07/1943,Brest,03/07/1943,Sunk,NA,15/08/1940,29/04/1942,25/06/1942,SANK,"Sunk on 3 July 1943 in the Bay of Biscay north-west of Cape Ortegal, Spain, in position 44.11N, 08.45W, by depth charges from a British Liberator aircraft (224 Sqn RAF/J). 49 dead (all hands lost).",03/07/1943
629,Oblt.  Hans-Helmuth Bugs,1,38,P,23/12/1942,Narvik,29/01/1943,Narvik,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,2,20,P,24/02/1943,Bergen,15/03/1943,Trondheim,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,3,31,P,30/03/1943,Trondheim,29/04/1943,Bergen,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,4,9,P,08/07/1943,Hammerfest,16/07/1943,Hammerfest,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,5,13,P,19/07/1943,Narvik,31/07/1943,Narvik,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,6,13,P,07/08/1943,Hammerfest,19/08/1943,Narvik,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,7,23,P,26/08/1943,Hammerfest,17/09/1943,Skjomenfjord,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,8,45,P,22/11/1943,Bergen,05/01/1944,Brest,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,9,3,P,05/03/1944,Brest,07/03/1944,Brest,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,10,7,P,09/03/1944,Brest,15/03/1944,Brest,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
629,Oblt.  Hans-Helmuth Bugs,11,2,P,06/06/1944,Brest,07/06/1944,Sunk,NA,15/08/1940,12/05/1942,02/07/1942,SANK,"Sunk on 7 June 1944 in the Celtic Sea north-west of Ushant, in position 48.34N, 05.23W, by depth charges from a British Liberator aircraft (53 Sqn RAF/L). 51 dead (all hands lost). (FDS/NHB, March 1997).",07/06/1944
630,Oblt.  Werner Winkler,1,50,P,18/03/1943,Kiel,06/05/1943,Sunk,"14,894",15/08/1940,12/05/1942,09/07/1942,SANK,"Sunk on 6 May 1943 in the North Atlantic north-east of Newfoundland, in position 52.31N, 44.50W, by depth charges from the British destroyer HMS Vidette. 47 dead (all hands lost). (FDS/NHB, October 1991).",06/05/1943
631,Oblt.  Jürgen Krüger,1,48,P,19/12/1942,Kiel,04/02/1943,Brest,"3,978",15/08/1940,27/05/1942,16/07/1942,SANK,"Sunk on 17 October 1943 in the North Atlantic south-east of Cape Farewell, Greenland, in position 58.13N, 32.29W, by depth charges from the British corvette HMS Sunflower. 54 dead (all hands lost).",17/10/1943
